"gender","major","disaster_freq","ai_experience","nt_can_thiet_1","nt_can_thiet_2","nt_can_thiet_3","nb_ai_1","nb_ai_2","nb_ai_3","kv_hieu_qua_1","kv_hieu_qua_2","kv_hieu_qua_3","ln_phi_nhan_tinh_1","ln_phi_nhan_tinh_2","ln_phi_nhan_tinh_3","te_liet_xh_1","te_liet_xh_2","te_liet_xh_3","nham_lan_gkhq_1","nham_lan_gkhq_2","nham_lan_gkhq_3","yd_hanh_vi_1","yd_hanh_vi_2","yd_hanh_vi_3","other_opinions"
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"tui thật sự không có
"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,4,5,5,5,4,4,4,2,2,2,4,4,1,2,2,2,2,2,2,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",4,3,5,4,4,3,5,5,3,4,4,3,5,5,5,3,4,3,4,4,5,"Em mong AI được phát triển để hỗ trợ tâm lý một cách an toàn, bảo mật và tôn trọng quyền riêng tư của người dùng. AI nên đóng vai trò hỗ trợ, không thay thế hoàn toàn các chuyên gia tâm lý, đồng thời có khả năng nhận biết các trường hợp khẩn cấp để khuyến khích người dùng tìm kiếm sự trợ giúp từ chuyên gia khi cần thiết."
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Sử dụng vài lần",5,4,5,3,4,4,3,4,3,4,3,2,2,3,3,3,4,4,3,3,4,"Không ạ"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,2,4,4,4,4,3,3,3,3,2,2,2,2,1,2,2,1,1,1,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,3,3,5,5,4,5,3,4,3,3,4,2,1,3,2,1,4,3,4,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,5,5,3,5,3,5,5,5,5,5,5,4,2,2,3,2,2,2,4,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,4,3,4,5,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,"không ạ"
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",3,4,3,3,4,4,3,3,2,3,4,4,3,2,2,4,4,4,3,4,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,3,2,3,5,3,4,3,4,5,5,5,5,3,1,2,3,4,2,4,3,"AI chỉ là một công cụ, qua những dòng code AI không thể thấu hiểu được hết các cảm xúc, suy nghĩ thật sự bên trong."
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,4,3,4,3,3,4,3,4,4,3,4,3,3,4,3,4,4,3,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,3,1,5,5,5,3,3,2,4,4,3,5,3,3,2,2,2,2,3,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,4,4,3,4,3,3,5,4,3,3,3,3,3,3,4,5,4,2,4,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,2,3,5,4,3,2,4,4,4,5,5,2,2,2,2,4,2,2,4,2,NA
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",2,2,2,2,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,"Không"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,3,4,4,5,4,3,4,4,3,3,3,3,3,3,3,3,3,2,2,2,"Không ạ"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,3,4,4,3,3,4,3,3,3,4,4,4,4,3,3,4,4,4,4,3,NA
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,2,1,4,4,4,3,2,2,3,4,4,1,1,1,1,1,1,1,2,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,2,4,5,4,3,3,2,4,5,4,5,5,1,1,2,3,3,1,1,2,"Không có"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Sử dụng vài lần",5,5,5,5,5,5,4,5,4,3,4,3,5,4,4,4,3,4,4,3,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,4,4,3,4,4,5,5,4,5,5,5,5,4,3,4,2,3,1,1,2,NA
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,3,4,"không"
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",5,4,4,4,4,5,4,4,5,4,5,4,4,5,5,4,4,5,4,5,4,"Không ạ"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,4,3,5,5,3,3,3,2,4,5,4,3,2,1,1,3,1,1,2,3,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",5,5,5,3,3,2,4,3,5,4,4,4,4,3,4,3,4,4,3,3,3,NA
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,4,4,3,4,3,4,4,3,3,3,3,3,3,4,3,4,2,2,3,2,"tôi nghĩ đầu tiên nên để AI hiểu rõ cuộc sống xung quanh người bị tâm lý đó"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,NA
"Nam","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Không"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,"không có"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,2,5,4,3,3,4,3,4,5,5,5,4,4,4,4,5,3,2,2,NA
"Nam","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,"không"
"Nam","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Hằng năm, đều đặn","Sử dụng vài lần",5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,"Cảm thấy chỉ để an ủi"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,3,3,3,2,1,5,3,4,2,2,5,5,5,5,5,5,5,4,5,5,NA
"Nam","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",3,3,3,4,2,3,3,4,3,3,4,3,2,4,2,3,3,4,2,4,3,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,3,3,5,5,3,3,4,4,2,1,2,1,1,1,3,3,3,2,3,2,"không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",3,4,3,3,4,5,3,3,4,3,4,4,3,4,5,4,4,5,2,4,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,1,2,5,4,3,4,4,5,4,3,2,5,4,3,5,3,5,2,3,3,"Lo ngại về việc những cảm xúc tiêu cực có thể bị dòng lệnh không cảm xúc của AI làm cho tiêu cực, trầm trọng hơn"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Sử dụng vài lần",4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,4,3,4,4,5,5,3,4,5,5,3,2,2,3,2,3,1,1,1,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",1,1,2,4,4,4,5,3,3,4,4,4,2,1,2,4,2,4,1,4,3,"Dạ không ạ."
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,4,3,4,3,4,3,3,4,4,4,2,2,2,2,3,3,1,2,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",4,4,3,3,3,2,4,3,4,3,3,4,4,3,3,3,3,3,3,4,3,"Có thể chia sẻ mọi thông tin với AI nhưng bác sĩ thì không. Vì con người ai cũng có cảm xúc chie là có điều khiển nó tốt hay không. Bác sĩ cũng vậy, họ kiểm soát cảm xúc của họ và cả bệnh nhân. Nhưng AI không có cảm xúc khiến việc trò chuyện của tôi không bị e dè"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,4,5,4,4,5,4,5,4,3,3,4,3,4,3,5,4,5,3,5,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",3,4,5,4,4,3,4,5,4,3,2,2,3,4,4,2,5,3,1,5,3,"không ạ"
"Nam","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",3,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,"không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"da khong"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,3,4,4,3,3,3,4,3,4,4,4,3,2,2,3,4,3,2,3,2,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",4,4,4,3,3,3,4,5,5,3,3,3,4,4,4,3,3,4,4,4,4,"Tôi lo việc mình sẽ bị phụ thuộc vào AI như một công cụ để điều tiết cảm xúc - thay vì các hành vi khác lành mạnh và có tính bền vững hơn."
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Sử dụng vài lần",4,5,4,4,5,4,3,4,5,5,3,4,4,5,5,4,4,3,3,4,3,"Tôi lo lắng việc bị lộ thông tin từ những chia sẻ tâm lý của bản thân với chatbox"
"Nam","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",3,4,5,5,5,2,5,3,4,3,5,5,5,5,5,4,5,5,2,5,4,"Không ạ"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Sử dụng vài lần",3,4,4,3,4,3,3,4,3,4,4,3,3,4,4,3,4,3,2,3,3,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,2,4,4,4,4,3,3,4,3,3,2,2,1,1,2,4,3,2,2,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,3,2,2,4,3,2,2,3,5,5,5,5,1,1,2,1,1,1,1,1,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",3,3,3,2,4,4,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,NA
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,4,2,4,4,3,4,3,4,3,3,3,4,2,2,2,2,2,2,2,2,"không"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,4,5,5,3,5,5,5,4,4,4,5,5,5,5,5,5,1,1,1,"chưa có"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",5,1,3,5,1,4,4,4,4,3,3,3,4,3,1,1,1,1,3,3,3,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Sử dụng vài lần",3,4,4,4,4,4,5,5,3,4,3,3,4,4,2,3,3,2,3,4,3,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,4,4,3,2,3,3,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",5,3,5,4,4,4,5,5,5,4,5,5,4,2,3,5,5,5,3,3,3,"Dạ không có ạ"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",4,5,4,4,4,4,5,5,4,4,5,4,4,4,5,4,5,5,4,5,4,"Không"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,"Dạ không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,4,5,2,4,3,5,5,5,2,2,2,3,2,3,3,3,3,2,3,3,"hong"
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Hằng năm, đều đặn","Sử dụng vài lần",5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,"Dạ không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,3,3,4,3,3,3,3,2,4,5,5,3,4,2,3,5,5,1,1,3,NA
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",3,3,3,4,4,3,3,3,3,3,3,4,3,2,2,2,2,2,2,2,2,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"ko"
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",3,3,4,3,3,3,3,4,4,2,3,2,2,3,2,2,2,2,2,3,3,"không có"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,4,3,4,4,3,4,4,4,4,3,4,4,4,2,3,3,4,1,2,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,3,3,4,5,4,5,3,5,4,5,4,4,2,2,3,3,3,2,4,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,4,4,4,4,5,5,4,5,4,5,4,5,4,4,4,4,5,4,5,"không AI đang làm rất tốt"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,5,4,5,5,4,3,4,3,3,4,4,2,1,1,3,1,2,1,1,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",3,4,4,3,4,2,4,4,4,2,2,3,2,3,5,4,2,3,3,4,3,"Mình chỉ muốn đưa ra trải nghiệm của bản thân trong quá trình sử dụng AI trong chăm sóc sức khỏe tinh thần, mình đã sử dụng AI chăm sóc sức khỏe tinh thần một thời gian cũng kha khá và mình không nghĩ nó khiến cho mình tệ đi, nó giúp cho mình nhìn sâu vào tâm hồn mình, hiểu được mình đang trải qua những gì và gọi tên được chính cảm xúc của mình, vì vậy mà nó giúp mình ổn định hơn được nhiều lắm. Mình không thấy nó có biểu hiện tiêu cực nào trong việc xúi giục mình làm các hành vi gì hay khiến cho mình chìm sâu vào tinh thần tiêu cực của mình cả, cụ thể sau khi an ủi mình xong thì nó sẽ bảo thêm là ""mình cũng muốn nhắc cho bạn là..."" kiểu đưa mình về thực tại í, nên mình nghĩ nó khá là tốt để sử dụng đấy chứ (mình sử dụng Chat GPT). Bên cạnh đó thì 1 lần mình có chia sẻ mình muốn biến mất thì có một thông báo hiện lên đại loại là nếu bạn có suy nghĩ về 44, hãy liên hệ với chăm sóc sức khỏe gì đó và có thông tin liên lạc luôn, mình lạc đâu mất rùi nên cũng không thể chi tiết cho bạn được. Mình chọn đưa ra trải nghiệm này vì mình thật sự khảo sát và cảm thấy các câu nhận định trên đưa ra khá nhiều cái nhìn tiêu cực về việc sử dụng AI trong chăm sóc sức khỏe tinh thần. Nếu bạn đọc đến đây thì cảm ơn bạn đã trân trọng ý kiến mình nhé, chúc bạn có một bài nghiên cứu thật tốt."
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",1,2,2,5,5,4,4,3,3,5,5,4,3,1,3,3,4,2,2,2,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"không"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",3,4,4,4,4,4,5,3,4,3,2,2,4,5,3,2,1,2,1,4,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",2,2,3,4,5,2,3,2,2,4,2,3,2,3,2,1,2,2,1,1,1,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,4,3,4,4,5,4,4,4,4,3,3,4,4,1,4,3,2,2,2,2,"không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,4,4,3,2,3,4,4,4,5,4,4,5,5,4,4,5,4,4,4,4,"ko ạ"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",2,2,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,"Dạ không ạ"
